path,bytes,first_commit,first_date,last_commit,last_date,heading
emergent_quantum_geometries/FINDINGS.md,139006,bd726f32eb5b1b6ac49c9a61df6eb5445f8bfea0,2026-05-08T19:50:34-05:00,616e49f117ab93f4a6314d1dfc8ed8678214749d,2026-05-12T21:21:10-05:00,OAT Boundary State Entanglement — Key Findings
emergent_quantum_geometries/PROGRAM_L_PLAN.md,15823,f280d7de18ba3079c8d811298e825685a001f900,2026-05-16T20:20:41-05:00,f280d7de18ba3079c8d811298e825685a001f900,2026-05-16T20:20:41-05:00,Program L — Representation-Agnostic Adaptive Recovery
emergent_quantum_geometries/PROGRAM_L_TRC_ATTEMPT_README.md,8001,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,Program L TRC TPU Attempt Handoff
emergent_quantum_geometries/PROGRAM_M2_PLAN.md,9892,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,Program M2 — Adaptive Recoverability Enhancement
emergent_quantum_geometries/PROGRAM_M_PLAN.md,9286,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,Program M — Adaptive Transport Stabilization
emergent_quantum_geometries/PROGRAM_N1_PLAN.md,7389,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,Program N1 — Control-Response Gradient Estimation
emergent_quantum_geometries/PROGRAM_N_PLAN.md,8534,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,Program N — Adaptive State-Transfer Fidelity
emergent_quantum_geometries/PROGRAM_O_PLAN.md,4746,d8ec209c8a0c6e98bbd874cc1b118827b65e0afe,2026-05-17T22:27:06-05:00,d8ec209c8a0c6e98bbd874cc1b118827b65e0afe,2026-05-17T22:27:06-05:00,Program O — Encoded-State Recoverability
emergent_quantum_geometries/PROGRAM_S1_SUMMARY.md,4075,c14592beefc60d712da3aa0c4ccd4fef86a27bc2,2026-05-19T12:30:24-05:00,c14592beefc60d712da3aa0c4ccd4fef86a27bc2,2026-05-19T12:30:24-05:00,PROGRAM S1: PREDICTIVE ECHO RECOVERY RESULTS SUMMARY
emergent_quantum_geometries/Program_P2_Instructions.md,3509,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,Program P2: TPU Execution Instructions
emergent_quantum_geometries/README.md,9611,db5055cefcdc047e051655cf9cc3c77f37fc36fa,2026-05-10T22:46:45-05:00,db5055cefcdc047e051655cf9cc3c77f37fc36fa,2026-05-10T22:46:45-05:00,Quantum Teleportation via OAT Boundary Entanglement in ⁸⁷Sr
emergent_quantum_geometries/RESEARCH_LOG.md,24053,d8060e0303f857d8a155f686f37e87283e29107a,2026-05-14T22:58:32-05:00,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-23T18:10:03-05:00,Research Log: Recoverable Operator Transport
emergent_quantum_geometries/aq_dlinoss_mera_spectral_capacity_test_0/README.md,2438,df331df826427f26e766f6f664b265a819d6c546,2026-06-20T13:40:26-05:00,88adba7b327919de8a61184fb149e98b923d6854,2026-06-20T14:46:16-05:00,AQ-DLINOSS-MERA-SPECTRAL-CAPACITY-TEST-0
emergent_quantum_geometries/aq_trappist1e_dlinoss_stellar_state_residual_0/DLINOSS_EQUAL_SUPERVISION_CAPACITY_TEST_SPEC.md,10942,0a3c89f9081c12de9042d2edd1c22a1b66b824a8,2026-06-20T12:53:13-05:00,0a3c89f9081c12de9042d2edd1c22a1b66b824a8,2026-06-20T12:53:13-05:00,AQ-DLINOSS-EQUAL-SUPERVISION-CAPACITY-TEST-0
emergent_quantum_geometries/aq_trappist1e_dlinoss_stellar_state_residual_0/README_TRAPPIST1E_DLINOSS.md,16258,f5dddef9923a300c94382c2192a2a184e9337614,2026-06-20T11:39:53-05:00,0a3c89f9081c12de9042d2edd1c22a1b66b824a8,2026-06-20T12:53:13-05:00,TRAPPIST-1e D-LinOSS Stellar-State Residual 0
emergent_quantum_geometries/aq_trappist1e_dlinoss_stellar_state_residual_0/TRAPPIST1E_LINEARSSM_1331_CLOSEOUT_0.md,6621,f5dddef9923a300c94382c2192a2a184e9337614,2026-06-20T11:39:53-05:00,0a3c89f9081c12de9042d2edd1c22a1b66b824a8,2026-06-20T12:53:13-05:00,AQ-TRAPPIST1E-LINEARSSM-1331-CLOSEOUT-0
emergent_quantum_geometries/aq_trappist1e_dlinoss_stellar_state_residual_0/trappist1e_dlinoss_failure_assessment.md,23120,f5dddef9923a300c94382c2192a2a184e9337614,2026-06-20T11:39:53-05:00,0a3c89f9081c12de9042d2edd1c22a1b66b824a8,2026-06-20T12:53:13-05:00,TRAPPIST-1e D-LinOSS v0 — Failure Assessment
emergent_quantum_geometries/docs/AQ_PAGE_WOOTTERS_DLINOSS_0_RESULTS_2026-06-15.md,11646,87c2501c20fbbbc3cb2de8191e10c8d8028ed4b1,2026-06-15T12:22:50-05:00,87c2501c20fbbbc3cb2de8191e10c8d8028ed4b1,2026-06-15T12:22:50-05:00,AQ-PAGE-WOOTTERS-DLINOSS-0 Results - 2026-06-15
emergent_quantum_geometries/docs/CODE_GUIDE.md,5469,f1d2fedd2bc12ecf6d8700a4d8229d4906af5788,2026-05-10T23:01:09-05:00,a84942196a9857c45062b5262b3ab033dbc49878,2026-05-10T23:18:16-05:00,Code Documentation Guide
emergent_quantum_geometries/docs/FINDINGS.md,7736,db5055cefcdc047e051655cf9cc3c77f37fc36fa,2026-05-10T22:46:45-05:00,a67f81b12cb7f27acdfeba6302563e1d621321ce,2026-05-11T16:34:27-05:00,OAT Quantum Teleportation -- Research Findings
emergent_quantum_geometries/docs/PAPER_DRAFT_v1.md,59181,db5055cefcdc047e051655cf9cc3c77f37fc36fa,2026-05-10T22:46:45-05:00,65a8719028d9ec81dd09b8a9aa47a87e58e4ec76,2026-05-15T08:32:14-05:00,Abstract
emergent_quantum_geometries/docs/PROGRAM_AN_REMOTE_ANALYSIS_2026-05-26.md,3406,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AN Remote Analysis (2026-05-26)
emergent_quantum_geometries/docs/PROGRAM_AO_FOCUSED_REMOTE_ANALYSIS_2026-05-26.md,7333,0663c20318dedaaccce97cfc883f2c0d3a7e2d88,2026-05-26T12:15:07-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AO Focused - Remote Analysis (2026-05-26)
emergent_quantum_geometries/docs/PROGRAM_AO_PLAN.md,1754,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AO - Folded-Field Recovery + Hard Controls
emergent_quantum_geometries/docs/PROGRAM_AO_REMOTE_PRELIMINARY_2026-05-26.md,1599,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AO Remote Preliminary Analysis (2026-05-26)
emergent_quantum_geometries/docs/PROGRAM_AP_PARTIAL_LIVE_READ_2026-05-27.md,4261,5b1f8fb88a2530df2f70ccf31d685d2f16b7e02d,2026-05-27T21:16:53-05:00,5b1f8fb88a2530df2f70ccf31d685d2f16b7e02d,2026-05-27T21:16:53-05:00,Program AP-S-Fidelity Remote Analysis (2026-05-27)
emergent_quantum_geometries/docs/PROGRAM_AP_PLAN.md,1993,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AP - Tunnel-Eigen Guided Folded Recovery
emergent_quantum_geometries/docs/PROGRAM_AP_T_REMOTE_ANALYSIS_2026-05-27.md,3894,5b1f8fb88a2530df2f70ccf31d685d2f16b7e02d,2026-05-27T21:16:53-05:00,5b1f8fb88a2530df2f70ccf31d685d2f16b7e02d,2026-05-27T21:16:53-05:00,Program AP-T Remote Analysis (2026-05-27)
emergent_quantum_geometries/docs/PROGRAM_AP_U_PLAN.md,3501,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AP-U Plan
emergent_quantum_geometries/docs/PROGRAM_AP_U_REMOTE_ANALYSIS_2026-05-29.md,3916,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AP-U Remote Analysis - 2026-05-29
emergent_quantum_geometries/docs/PROGRAM_AQ0B_REMOTE_ANALYSIS_2026-05-29.md,5255,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AQ-0b Remote Analysis - 2026-05-29
emergent_quantum_geometries/docs/PROGRAM_AQ0_REMOTE_ANALYSIS_2026-05-29.md,4012,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AQ-0 Remote Analysis - 2026-05-29
emergent_quantum_geometries/docs/PROGRAM_AQ1A_TF_GATE_REMOTE_ANALYSIS_2026-05-29.md,5210,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AQ-1a-TF Gate Remote Analysis - 2026-05-29
emergent_quantum_geometries/docs/PROGRAM_AQ1A_TF_S29_REMOTE_ANALYSIS_2026-05-29.md,5065,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AQ-1a-TF Seed 29 Remote Analysis - 2026-05-29
emergent_quantum_geometries/docs/PROGRAM_AQ1C_RECALIBRATION_SUMMARY_2026-05-30.md,10609,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AQ-1c Recalibration Summary - 2026-05-30
emergent_quantum_geometries/docs/PROGRAM_AQ1C_REMOTE_ANALYSIS_2026-05-29.md,3168,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AQ-1c Remote Analysis - 2026-05-29
emergent_quantum_geometries/docs/PROGRAM_AQ1C_SOURCE_RECOVERY_AND_SEQUENCE_METHODOLOGY_2026-05-30.md,15191,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,Program AQ-1c Source Recovery and Sequential Signaling Methodology - 2026-05-30
emergent_quantum_geometries/docs/PROGRAM_AQ_CERTIFIED_TPU_RUN_2026-06-06.md,7634,09122404b2789ebbe93872395c2fa1222f6901ad,2026-06-05T23:22:32-05:00,deac28b2ae9371401332412b21a6119a383a5c16,2026-06-08T11:28:14-05:00,Program AQ Certified TPU Run
emergent_quantum_geometries/docs/PROGRAM_AQ_CONFIDENCE_TPU_RUN_2026-06-06.md,4550,f5b9d6533ed0e1a2bf154cab16e38d0d9d033f01,2026-06-05T23:55:42-05:00,deac28b2ae9371401332412b21a6119a383a5c16,2026-06-08T11:28:14-05:00,Program AQ Confidence TPU Run
emergent_quantum_geometries/docs/PROGRAM_AQ_DNA0_REMOTE_ANALYSIS_2026-06-01.md,6371,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-DNA-0 Remote Analysis - 2026-06-01
emergent_quantum_geometries/docs/PROGRAM_AQ_DNA0_RUN_SPEC_2026-06-01.md,6275,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-DNA-0 Run Spec - 2026-06-01
emergent_quantum_geometries/docs/PROGRAM_AQ_FFT1_REMOTE_ANALYSIS_2026-06-01.md,11574,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-FFT-1 Remote Analysis - 2026-06-01
emergent_quantum_geometries/docs/PROGRAM_AQ_FFT2_REMOTE_ANALYSIS_2026-06-01.md,9359,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-FFT-2 Remote Analysis - 2026-06-01
emergent_quantum_geometries/docs/PROGRAM_AQ_FFT3_REMOTE_ANALYSIS_2026-06-02.md,5746,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-FFT-3 Remote Analysis - 2026-06-02
emergent_quantum_geometries/docs/PROGRAM_AQ_FFT3_RUN_SPEC_2026-06-02.md,6130,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-FFT-3 Run Spec - Direct Complex Oscillator Codec
emergent_quantum_geometries/docs/PROGRAM_AQ_FFT4_RUN_SPEC_2026-06-02.md,3447,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-FFT-4 Run Spec: Complex Orientation Preservation
emergent_quantum_geometries/docs/PROGRAM_AQ_FFT5_RUN_SPEC_2026-06-02.md,2449,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-FFT-5 Run Spec: Gauge-Aligned Complex Decoding
emergent_quantum_geometries/docs/PROGRAM_AQ_FFT6_RUN_SPEC_2026-06-02.md,2144,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-FFT-6 Run Spec: Hermitian-Constrained Complex Decoder
emergent_quantum_geometries/docs/PROGRAM_AQ_FFT7_REMOTE_ANALYSIS_2026-06-02.md,9164,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-FFT-7 Remote Analysis - 2026-06-02
emergent_quantum_geometries/docs/PROGRAM_AQ_FFT7_RUN_SPEC_2026-06-02.md,1667,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-FFT-7 Run Spec: Residual Capacity Scaling
emergent_quantum_geometries/docs/PROGRAM_AQ_HYBRID0_RUN_SPEC_2026-06-01.md,4508,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-HYBRID-0 Run Spec - 2026-06-01
emergent_quantum_geometries/docs/PROGRAM_AQ_IMG0_REMOTE_ANALYSIS_2026-05-30.md,8543,a580b962ccb90ad7dfaa493b5a1fe97fb696274b,2026-05-31T10:33:11-05:00,a580b962ccb90ad7dfaa493b5a1fe97fb696274b,2026-05-31T10:33:11-05:00,Program AQ-IMG-0 Remote Analysis - 2026-05-30
emergent_quantum_geometries/docs/PROGRAM_AQ_IMG1_LITE_REMOTE_ANALYSIS_2026-05-31.md,9307,a580b962ccb90ad7dfaa493b5a1fe97fb696274b,2026-05-31T10:33:11-05:00,a580b962ccb90ad7dfaa493b5a1fe97fb696274b,2026-05-31T10:33:11-05:00,Program AQ-IMG-1-LITE Remote Analysis - 2026-05-31
emergent_quantum_geometries/docs/PROGRAM_AQ_PLAN.md,73093,a580b962ccb90ad7dfaa493b5a1fe97fb696274b,2026-05-31T10:33:11-05:00,d19d973980239690d006f85dcc2094e72b51fdb4,2026-06-04T01:49:07-05:00,Program AQ Plan - Semantic Subspace Transport
emergent_quantum_geometries/docs/PROGRAM_AQ_STREAM0_RUN_SPEC_2026-06-04.md,10015,d19d973980239690d006f85dcc2094e72b51fdb4,2026-06-04T01:49:07-05:00,d19d973980239690d006f85dcc2094e72b51fdb4,2026-06-04T01:49:07-05:00,Program AQ-STREAM-0 Run Spec
emergent_quantum_geometries/docs/PROGRAM_AQ_STREAM2_REMOTE_ANALYSIS_2026-06-04.md,7149,05ed17b40a227a45278410f2fff4642a08a4fb45,2026-06-04T18:27:35-05:00,05ed17b40a227a45278410f2fff4642a08a4fb45,2026-06-04T18:27:35-05:00,Program AQ-STREAM-2 Remote Analysis
emergent_quantum_geometries/docs/PROGRAM_AQ_STREAM4_REMOTE_ANALYSIS_2026-06-04.md,5653,e6a2158727e0d253d705d16491c5dcc31dee3542,2026-06-09T15:43:11-05:00,e6a2158727e0d253d705d16491c5dcc31dee3542,2026-06-09T15:43:11-05:00,Program AQ-STREAM-4 Remote Analysis - 2026-06-04
emergent_quantum_geometries/docs/PROGRAM_AQ_STREAM5_REMOTE_ANALYSIS_2026-06-04.md,5736,e6a2158727e0d253d705d16491c5dcc31dee3542,2026-06-09T15:43:11-05:00,e6a2158727e0d253d705d16491c5dcc31dee3542,2026-06-09T15:43:11-05:00,Program AQ-STREAM-5 Remote Analysis - 2026-06-04
emergent_quantum_geometries/docs/PROGRAM_AQ_STREAM6_LATENT_SWEEP_2026-06-05.md,6650,e6a2158727e0d253d705d16491c5dcc31dee3542,2026-06-09T15:43:11-05:00,e6a2158727e0d253d705d16491c5dcc31dee3542,2026-06-09T15:43:11-05:00,Program AQ-STREAM-6 Latent-Capacity Sweep - 2026-06-05
emergent_quantum_geometries/docs/PROGRAM_AQ_TEMPORAL_GAUGE0_RUN_SPEC.md,9249,e6a2158727e0d253d705d16491c5dcc31dee3542,2026-06-09T15:43:11-05:00,e6a2158727e0d253d705d16491c5dcc31dee3542,2026-06-09T15:43:11-05:00,Program AQ - Run Spec: AQ-TEMPORAL-GAUGE-0
emergent_quantum_geometries/docs/PROGRAM_AQ_TPU_EXPERIMENT_SUMMARY_2026-06-06.md,7117,09122404b2789ebbe93872395c2fa1222f6901ad,2026-06-05T23:22:32-05:00,deac28b2ae9371401332412b21a6119a383a5c16,2026-06-08T11:28:14-05:00,Program AQ TPU Experiment Summary
emergent_quantum_geometries/docs/PROGRAM_AQ_YINYANG1_EXPECTATIONS_2026-06-03.md,5028,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-YINYANG-1 Expected Findings
emergent_quantum_geometries/docs/PROGRAM_AQ_YINYANG_FINDINGS_2026-06-03.md,19475,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AQ-YINYANG Visual Transport Findings
emergent_quantum_geometries/docs/PROGRAM_AS0_RUN_SPEC_2026-06-01.md,9673,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-03T23:21:25-05:00,Program AS-0 Run Spec - Hierarchical Instruction Genome Transport
emergent_quantum_geometries/docs/TPU_BIBLE.md,10288,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-05-31T10:52:02-05:00,TPU Bible: TRC-Safe Experiment Operations
emergent_quantum_geometries/docs/TPU_EXPERIMENT_PLAN.md,15764,a44addd9c70c00e24ca163cef2b20e74db7a0425,2026-05-11T11:43:57-05:00,c4482abb4b9bdefb34621edbbb0d96034e1840c6,2026-05-12T12:18:22-05:00,D-LinOSS TPU Experiment: Quantum Dynamical Fingerprinting
emergent_quantum_geometries/kernel/2403.19500v1[1].md,58245,dcf54b84aecb29c1faf7c917d547fa1b458edc9d,2026-06-05T14:59:29-05:00,dcf54b84aecb29c1faf7c917d547fa1b458edc9d,2026-06-05T14:59:29-05:00,TENSORNETWORK-CONSTRAINEDKERNELMACHINES AS
emergent_quantum_geometries/kernel/PROGRAM_AQ_PLAN.md,15304,dcf54b84aecb29c1faf7c917d547fa1b458edc9d,2026-06-05T14:59:29-05:00,deac28b2ae9371401332412b21a6119a383a5c16,2026-06-08T11:28:14-05:00,Program AQ: Numerical Completion of Collins' SO(3) Kernel-Galerkin Theorem
emergent_quantum_geometries/kernel/TPU_GUIDE_FOR_MATHEMATICIANS.md,27279,88ca6f0fdff3c33889a523a814cb380c3b692541,2026-06-08T11:54:11-05:00,5de06130cbf0c0f4c4c8755d0d9decbf40cc5330,2026-06-08T11:57:58-05:00,Writing and Running Your Own SO(3) Kernel Experiments on Google Cloud TPUs
emergent_quantum_geometries/kernel/paper.md,207138,dcf54b84aecb29c1faf7c917d547fa1b458edc9d,2026-06-05T14:59:29-05:00,dcf54b84aecb29c1faf7c917d547fa1b458edc9d,2026-06-05T14:59:29-05:00,KERNEL-BASED GALERKIN METHODS ON COMPACT
